beta_G,delta_lam_mean,delta_lam_std,chi_max_mean,chi_max_std,R_eff_mean,R_eff_std
0.0,-0.09703958371172938,0.006552351013346944,2.2070464116045443,0.004484719091491043,461.35847406544445,9.262355381260267
0.001,-0.08846843035882923,0.00036382585486226715,2.2110365209757865,0.008290650489352621,441.25800460261144,25.585816156195165
0.005,-0.09998626453460202,0.004380100013240144,2.217570513214554,0.0065943554221959575,479.7732660555168,20.92041079910477
0.01,-0.09737735886595911,0.006751402823632409,2.2137451269821162,0.007503968700020745,453.7324954713622,60.72728369828045
0.05,-0.09389696586882575,0.007711066071633839,2.2191518533977828,0.0012194719237142797,493.9852306306773,10.178310819199336
0.1,-0.10199639877597926,0.0039008864756877462,2.20907816836651,0.005015325909701571,454.0608454812907,18.916483815972057
0.5,-0.0996443443301744,0.004336135439691067,2.234564103067001,0.005001080330616667,450.6257619619402,53.0840046664413
1.0,-0.09381426116888691,0.010594615819952252,2.207064681248044,0.014813852071677666,476.62459521271256,37.412473369592796
5.0,-0.10875379230607374,0.010419203192760462,2.2014026492288132,0.010344419122070118,487.59596930779986,12.27968275645107
